accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_from,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
19:06.2,2838,TCP  ,92.36.153.154,40,Android App,,Female,SE,Premium,Spanish,0,Yes,1425.38,Cash
18:36.3,3487,TCP  ,92.45.215.191,6590,IOS App,,Female,CN,Premium,English,0,Yes,225.06,Cash
19:52.5,3390,TCP  ,92.46.147.191,1599,IOS App,,Female,RU,Premium,Russian,0,Yes,50.176,Others
20:21.1,3392,TCP  ,92.51.105.129,46,IOS App,,Female,US,Premium,Spanish,0,Yes,50.176,Others
20:21.1,1900,TCP  ,92.51.77.126,40,Microsoft Edge,,Female,AT,Premium,English,0,Yes,1425.38,Debit Card
20:24.2,3742,TCP  ,92.51.77.126,46,Microsoft Edge,,Male,JP,Premium,English,0,Yes,130.112,Cash
20:25.9,4493,TCP  ,92.60.28.228,46,Microsoft Edge,,Male,CN,Premium,English,0,Yes,2700.765,Credit Card
20:25.9,2376,TCP  ,92.6.47.86,40,Microsoft Edge,,Male,CN,Premium,English,0,Yes,114.688,Cash
16:56.1,4573,TCP  ,92.61.188.131,453,Microsoft Edge,,Female,US,Premium,English,0,Yes,4725,Debit Card
18:26.3,4171,TCP  ,92.63.49.103,2366,Safari,,Female,IT,Premium,English,0,Yes,450.12,Cash
21:12.5,4946,TCP  ,92.69.237.72,1438,Others,,Male,CN,Premium,English,0,Yes,31.815,Others
23:53.5,1821,TCP  ,92.97.25.235,144,IOS App,,Female,IT,Premium,English,0,Yes,8.211,Credit Card
24:13.5,3410,TCP  ,92.98.121.214,40,Chrome,,Male,US,Premium,English,0,Yes,675.18,Cash
23:45.3,1835,TCP  ,92.98.175.91,360,Chrome,,Female,IT,Premium,English,0,Yes,19.6125,Cash
24:32.3,3038,TCP  ,92.98.216.256,2449,Chrome,,Female,PL,Premium,English,0,Yes,1425.38,Debit Card
24:38.1,3746,TCP  ,93.125.92.83,3539,Mozilla Firefox,,Female,US,Premium,Russian,0,Yes,162.64,Debit Card
25:00.3,3866,TCP  ,93.127.133.84,40,Android App,,Male,AT,Premium,English,0,Yes,675.18,Credit Card
25:00.3,2498,TCP  ,93.127.136.177,46,Android App,,Female,CO,Premium,English,0,Yes,130.112,Cash
23:10.7,2554,TCP  ,93.134.121.26,2675,Android App,,Female,US,Premium,English,0,Yes,450.1275,Cash
29:02.0,4353,TCP  ,93.186.16.265,7763,Others,,Female,GB,Premium,English,0,Yes,225.06,Credit Card
28:37.5,1517,TCP  ,93.186.31.112,80,Others,,Female,IT,Premium,English,0,Yes,10.983,Credit Card
30:13.1,2667,TCP  ,93.188.37.233,46,Others,,Female,US,Premium,Dutch,0,Yes,2280.646,Cash
26:19.9,2661,TCP  ,93.188.37.233,6089,Safari,,Female,PL,Premium,Russian,0,Yes,8.211,Cash
32:00.7,3454,TCP  ,93.238.250.8,40,Chrome,,Female,IN,Premium,German,0,Yes,19.6125,Credit Card
30:24.6,3397,TCP  ,93.28.58.139,8585,Chrome,,Female,IN,Premium,French,0,Yes,10.983,Others
32:53.8,3205,TCP  ,93.3.97.246,46,Chrome,,Female,JP,Premium,English,0,Yes,114.688,Credit Card
33:02.4,4451,TCP  ,93.33.37.110,2354,Others,,Female,JP,Premium,italian,0,Yes,675.18,Debit Card
34:19.7,3809,TCP  ,93.39.164.26,40,Mozilla Firefox,,Male,CA,Premium,English,0,Yes,3.661,Cash
36:23.4,2550,TCP  ,93.75.67.29,2502,Mozilla Firefox,,Male,US,Premium,Spanish,0,Yes,21.21,Cash
33:23.4,4811,TCP  ,93.76.199.192,2423,Mozilla Firefox,,Female,IN,Premium,Russian,0,Yes,8.211,Debit Card
37:30.5,1975,TCP  ,93.78.73.164,40,IOS App,,Female,CA,Premium,Russian,0,Yes,56.924,Others
37:33.9,4439,TCP  ,93.79.192.133,46,IOS App,,Male,AT,Premium,Russian,0,Yes,1140.304,Debit Card
38:03.5,2371,TCP  ,93.80.233.10,294,Safari,,Male,RU,Premium,English,0,Yes,1140.304,Cash
39:15.2,3895,TCP  ,93.86.164.127,40,Others,,Female,US,Premium,Spanish,0,Yes,450.1275,Cash
41:08.4,4611,TCP  ,94.178.136.122,46,Mozilla Firefox,,Female,SE,Premium,Russian,0,Yes,8.211,Cash
41:49.9,4114,TCP  ,94.178.208.43,46,Mozilla Firefox,,Male,US,Premium,Russian,0,Yes,1425.38,Others
41:56.3,2769,TCP  ,94.179.22.139,40,Android App,,Female,AT,Premium,Russian,0,Yes,19.6125,Cash
41:56.3,2086,TCP  ,94.179.83.176,46,Android App,,Female,CA,Premium,English,0,Yes,3.661,Credit Card
42:07.0,2887,TCP  ,94.180.134.92,46,Android App,,Female,NO,Premium,Russian,0,Yes,143.36,Cash
43:53.7,2212,TCP  ,94.180.98.181,360,Android App,,Female,CA,Premium,Russian,0,Yes,3780,Credit Card
42:25.4,2713,TCP  ,94.19.93.239,40,Android App,,Male,US,Premium,English,0,Yes,43.9875,Cash
42:33.9,3629,TCP  ,94.192.6.9,46,Android App,,Female,IT,Premium,English,0,Yes,91.485,Credit Card
40:35.3,3293,TCP  ,94.204.53.219,4554,Android App,,Male,DE,Premium,English,0,Yes,50.176,Debit Card
43:54.6,2370,TCP  ,94.206.157.99,3766,Chrome,,Male,JP,Premium,English,0,Yes,114.688,Cash
43:45.1,1880,TCP  ,94.206.76.10,166,Chrome,,Female,AU,Premium,English,0,Yes,19.6125,Debit Card
44:18.7,3283,TCP  ,94.208.116.81,46,Chrome,,Female,RU,Premium,English,0,Yes,3.661,Credit Card
44:39.3,1975,TCP  ,94.215.63.197,46,IOS App,,Male,AR,Premium,Dutch,0,Yes,35.19,Cash
39:40.6,3954,TCP  ,94.228.185.39,1545,Microsoft Edge,,Female,IT,Premium,Spanish,0,Yes,2280.646,Cash
45:10.6,4962,TCP  ,94.23.165.78,40,Safari,,Male,CN,Premium,English,0,Yes,225.06,Credit Card
42:24.9,3666,TCP  ,94.23.60.110,3613,Others,,Female,AT,Premium,English,0,Yes,130.112,Cash
46:02.6,3261,TCP  ,94.231.178.115,40,Others,,Female,JP,Premium,Spanish,0,Yes,15.69,Credit Card
48:00.2,3813,TCP  ,94.244.52.157,40,Others,,Female,IT,Premium,English,0,Yes,15.69,Credit Card
49:08.9,4864,TCP  ,94.254.128.445,40,Mozilla Firefox,,Female,SE,Premium,English,0,Yes,50.176,Cash
49:15.0,4085,TCP  ,94.254.129.229,46,Android App,,Female,AR,Premium,polish,0,Yes,24.633,Cash
45:30.4,3537,TCP  ,94.60.96.79,659,Mozilla Firefox,,Female,CA,Premium,English,0,Yes,7.322,Others
45:30.4,2743,TCP  ,94.62.33.81,3545,Mozilla Firefox,,Female,IT,Premium,English,0,Yes,91.485,Debit Card
53:38.4,4796,TCP  ,95.132.59.156,40,Others,,Female,IT,Premium,Russian,0,Yes,2677.5,Debit Card
51:17.4,4406,TCP  ,95.132.95.55,2638,Others,,Male,IT,Premium,Russian,0,Yes,56.8125,Others
51:17.4,4444,TCP  ,95.133.112.79,4434,Others,,Male,CH,Premium,Russian,0,Yes,10.983,Cash
57:00.0,1615,TCP  ,95.148.69.102,7122,Chrome,,Male,IT,Premium,English,0,Yes,450.12,Credit Card
58:49.6,4715,TCP  ,95.153.135.6,40,Android App,,Male,IN,Premium,Russian,0,Yes,80.64,Cash
00:20.7,3834,TCP  ,95.163.177.125,46,Android App,,Female,IT,Premium,Russian,0,Yes,675.18,Cash
00:20.7,4619,TCP  ,95.163.177.125,40,Android App,,Male,CH,Premium,Russian,0,Yes,675.18,Credit Card
02:53.2,2650,TCP  ,95.171.195.111,1680,Android App,,Female,CA,Premium,English,0,Yes,450.12,Cash
03:21.4,4250,TCP  ,95.187.66.84,46,IOS App,,Female,CH,Premium,English,0,Yes,1140.304,Credit Card
05:30.9,4909,TCP  ,95.221.252.39,46,Safari,,Male,JP,Premium,German,0,Yes,1425.38,Cash
05:45.8,3799,TCP  ,95.222.76.26,40,Safari,,Male,IT,Premium,German,0,Yes,21.21,Cash
07:22.0,3599,TCP  ,95.24.41.12,823,IOS App,,Female,AR,Premium,Russian,0,Yes,675.18,Cash
08:56.6,1531,TCP  ,95.28.27.90,40,Others,,Female,AU,Premium,English,0,Yes,50.176,Cash
06:11.9,3660,TCP  ,95.32.196.199,2287,Others,,Male,IT,Premium,Russian,0,Yes,3.661,Debit Card
10:53.7,3319,TCP  ,95.68.8.18,40,Android App,,Female,IT,Premium,Russian,0,Yes,225.06,Credit Card
10:22.7,1751,UDP  ,95.79.240.237,442,Mozilla Firefox,,Female,IT,Premium,English,0,Yes,24.633,Debit Card
15:06.0,2403,TCP  ,95.91.225.164,40,Microsoft Edge,,Female,CA,Premium,Russian,0,Yes,56.924,Cash
15:19.6,4513,TCP  ,95.97.47.24,353,Others,,Female,PE,Premium,Dutch,0,Yes,1890,Cash
16:52.5,1937,TCP  ,96.245.103.49,40,Microsoft Edge,,Female,US,Premium,English,0,Yes,1425.38,Debit Card
17:00.6,1649,TCP  ,96.246.28.49,40,IOS App,,Female,IT,Premium,English,0,Yes,3.661,Cash
19:47.3,2722,TCP  ,96.43.172.237,40,Android App,,Female,PL,Premium,English,0,Yes,28.462,Cash
19:51.9,1678,TCP  ,96.49.0.152,441,Android App,,Male,AU,Premium,English,0,Yes,1620.459,Debit Card
22:20.8,4424,TCP  ,96.52.233.34,264,Android App,,Female,CN,Premium,English,0,Yes,80.64,Credit Card
26:23.1,3701,TCP  ,97.107.67.47,40,Others,,Female,CN,Premium,English,0,Yes,114.688,Cash
25:51.9,3787,ICMP ,97.32.78.50,81,IOS App,,Male,IT,Premium,English,0,Yes,114.688,Credit Card
25:47.9,4474,TCP  ,97.34.66.193,5587,IOS App,,Female,JP,Premium,English,0,Yes,1425.38,Credit Card
30:09.5,2487,TCP  ,97.81.68.202,441,Others,,Female,US,Premium,English,0,Yes,15.69,Debit Card
30:09.5,2700,TCP  ,97.82.100.212,1564,Others,,Female,US,Premium,English,0,Yes,3780,Credit Card
27:15.0,1853,TCP  ,97.85.137.205,2223,Others,,Female,US,Premium,English,0,Yes,28.462,Cash
35:08.1,2601,TCP  ,98.156.97.107,420,Mozilla Firefox,,Female,IT,Premium,English,0,Yes,91.485,Cash
36:57.3,4769,TCP  ,98.177.216.144,92,IOS App,,Female,US,Premium,English,0,Yes,162.64,Debit Card
39:34.8,3366,TCP  ,98.207.111.151,46,Others,,Female,CN,Premium,English,0,Yes,10.983,Debit Card
40:56.2,4620,TCP  ,98.230.80.238,46,IOS App,,Male,CA,Premium,English,0,Yes,10.983,Credit Card
43:39.1,1803,TCP  ,98.245.34.117,40,Others,,Female,CA,Premium,English,0,Yes,2700.765,Credit Card
45:09.1,4747,TCP  ,99.115.174.115,565,Android App,,Female,IT,Premium,English,0,Yes,3.661,Cash
45:39.2,1698,TCP  ,99.118.0.222,80,Android App,,Female,JP,Premium,English,0,Yes,28.462,Others
43:44.0,2770,TCP  ,99.157.188.191,3640,Android App,,Female,PL,Premium,English,0,Yes,675.18,Debit Card
50:03.9,4681,TCP  ,99.227.225.176,46,Others,,Female,GB,Premium,English,0,Yes,450.12,Debit Card
47:58.9,2301,TCP  ,99.228.49.71,2387,Others,,Female,CH,Premium,English,0,Yes,1425.38,Debit Card
51:57.7,4180,TCP  ,99.234.122.64,46,Safari,,Male,NO,Premium,English,0,Yes,450.1275,Debit Card
49:23.7,3646,TCP  ,99.238.121.28,3481,Safari,,Female,MX,Premium,English,0,Yes,675.18,Debit Card
58:35.4,2023,TCP  ,99.71.81.103,46,Android App,,Female,US,Premium,English,0,Yes,675.18,Debit Card
01:31.1,1933,TCP  ,100.2.240.229,40,IOS App,,Female,IN,Premium,English,0,Yes,7.322,Credit Card
03:21.2,1639,TCP  ,100.7.52.115,46,Others,,Male,IN,Premium,English,0,Yes,1140.304,Credit Card
05:24.5,2945,TCP  ,101.181.232.127,46,Chrome,,Female,CA,Premium,English,0,Yes,56.924,Others
06:54.1,4733,TCP  ,101.183.247.196,40,Chrome,,Female,US,Premium,English,0,Yes,50.176,Cash
07:26.0,3263,TCP  ,101.199.108.52,2276,Mozilla Firefox,,Male,CA,Premium,English,0,Yes,10.983,Cash
07:47.9,1907,TCP  ,101.199.108.59,40,Mozilla Firefox,,Male,DE,Premium,English,0,Yes,1620.459,Debit Card
08:03.8,2362,TCP  ,101.199.112.53,46,Android App,,Male,AU,Premium,English,0,Yes,3780,Others
10:29.9,1709,TCP  ,101.212.67.212,264,Android App,,Male,IN,Premium,English,0,Yes,56.924,Cash
10:29.9,4548,TCP  ,101.212.67.246,46,Android App,,Male,CA,Premium,English,0,Yes,162.64,Debit Card
08:44.1,2379,ICMP ,101.51.90.163,465,Chrome,,Male,US,Premium,English,0,Yes,450.12,Debit Card
08:53.4,2143,TCP  ,101.58.1.258,6333,Chrome,,Male,JP,Premium,English,0,Yes,675.18,Debit Card
10:23.9,3823,TCP  ,101.62.178.48,2227,IOS App,,Male,IT,Premium,English,0,Yes,1425.38,Debit Card
14:18.5,2148,TCP  ,103.14.250.176,46,Safari,,Female,IT,Premium,English,0,Yes,945,Credit Card
14:18.6,3827,TCP  ,103.14.250.176,40,Others,,Male,MX,Premium,English,0,Yes,450.1275,Credit Card
14:31.3,2090,TCP  ,103.14.250.176,92,Others,,Male,IT,Premium,English,0,Yes,162.64,Cash
15:53.3,3926,TCP  ,103.17.84.185,46,Safari,,Male,GB,Premium,English,0,Yes,91.485,Credit Card
13:13.6,4503,TCP  ,103.18.75.11,4277,IOS App,,Male,IT,Premium,English,0,Yes,2700.765,Others
13:23.4,3583,ICMP ,103.19.253.155,32,Microsoft Edge,,Female,US,Premium,English,0,Yes,56.8125,Credit Card
13:47.9,3851,TCP  ,103.199.35.2090,3541,Chrome,,Male,CO,Premium,English,0,Yes,2700.765,Cash
17:09.6,3035,TCP  ,103.200.45.155,46,Others,,Male,DE,Premium,English,0,Yes,225.06,Others
14:01.9,1979,TCP  ,103.204.172.156,2088,Mozilla Firefox,,Female,US,Premium,English,0,Yes,1425.38,Cash
16:25.1,2288,UDP  ,103.209.38.119,76,Android App,,Female,IT,Premium,English,0,Yes,1080.306,Debit Card
20:32.0,3617,TCP  ,103.214.200.35,40,Mozilla Firefox,,Male,US,Premium,English,0,Yes,2280.646,Cash
27:35.3,2937,TCP  ,103.245.88.268,40,IOS App,,Female,DE,Premium,English,0,Yes,1425.38,Cash
28:19.5,4380,TCP  ,103.247.48.69,1564,Chrome,,Female,IT,Premium,English,0,Yes,35.19,Cash
25:31.2,2911,TCP  ,103.252.200.244,2551,Others,,Male,CA,Premium,English,0,Yes,56.924,Cash
26:55.7,2364,TCP  ,103.26.110.126,4197,Android App,,Female,CH,Premium,English,0,Yes,8.211,Cash
31:50.9,2627,TCP  ,103.38.4.10,1104,Mozilla Firefox,,Female,IN,Premium,English,0,Yes,28.462,Cash
31:55.8,4626,TCP  ,103.41.99.131,46,Mozilla Firefox,,Male,IT,Premium,English,0,Yes,15.69,Credit Card
32:13.2,3276,TCP  ,103.44.104.251,40,Mozilla Firefox,,Female,JP,Premium,English,0,Yes,130.112,Cash
32:26.8,4255,TCP  ,103.44.118.149,501,Mozilla Firefox,,Male,AU,Premium,English,0,Yes,450.12,Cash
32:26.8,2815,TCP  ,103.44.118.149,1800,Mozilla Firefox,,Female,AU,Premium,English,0,Yes,15.69,Credit Card
32:43.2,1913,TCP  ,103.47.133.58,40,Mozilla Firefox,,Male,KR,Premium,English,0,Yes,1425.38,Credit Card
33:23.9,3056,TCP  ,103.5.134.26,40,Chrome,,Female,IT,Premium,English,0,Yes,91.485,Cash
30:26.3,1951,UDP  ,103.51.115.110,122,Chrome,,Male,DE,Premium,English,0,Yes,162.64,Credit Card
35:08.7,4108,TCP  ,103.62.64.134,46,Safari,,Male,JP,Premium,English,0,Yes,91.485,Credit Card
35:13.5,2590,TCP  ,103.62.64.139,1599,SafFRi,,Female,PL,Premium,French,0,Yes,19.6125,Cash
35:32.8,4579,TCP  ,103.62.64.68,46,IOS App,,Female,AT,Premium,Spanish,0,Yes,3.661,Others
33:50.5,4402,TCP  ,103.62.64.74,2495,IOS App,,Male,PL,Premium,English,0,Yes,2280.646,Cash
38:27.1,4525,TCP  ,104.129.10.182,40,Others,,Male,CH,Premium,English,0,Yes,143.36,Cash
39:23.1,4697,TCP  ,104.129.1.13,46,Others,,Male,IN,Premium,English,0,Yes,1140.304,Cash
40:08.7,1746,TCP  ,104.129.1.49,46,Android App,,Female,AR,Premium,English,0,Yes,130.112,Credit Card
40:08.7,3709,TCP  ,104.129.15.147,40,Android App,,Female,AT,Premium,English,0,Yes,225.06,Cash
40:18.4,1555,TCP  ,104.129.192.85,46,Android App,,Male,AT,Premium,English,0,Yes,15.69,Cash
46:48.3,4845,TCP  ,104.131.108.211,264,Others,,Female,RU,Premium,English,0,Yes,1140.304,Credit Card
45:52.3,1709,TCP  ,104.131.79.191,40,Others,,Female,IT,Premium,English,0,Yes,25.088,Cash
47:23.8,4115,TCP  ,104.132.20.232,420,Others,,Male,US,Premium,English,0,Yes,225.06,Cash
46:43.6,2262,TCP  ,104.144.132.11,2493,Chrome,,Male,CN,Premium,English,0,Yes,675.18,Cash
46:43.6,1742,TCP  ,104.144.148.110,3656,Chrome,,Male,RU,Premium,English,0,Yes,10.983,Debit Card
44:27.3,3880,ICMP ,104.144.153.325,466,Chrome,,Male,AT,Premium,English,0,Yes,10.983,Others
48:31.2,3630,TCP  ,104.144.169.174,1777,Others,,Female,IT,Premium,English,0,Yes,15.69,Credit Card
50:16.4,4532,TCP  ,104.153.240.147,40,Android App,,Male,IT,Premium,English,0,Yes,19.6125,Cash
51:41.2,2231,TCP  ,104.155.126.255,46,Android App,,Male,CA,Premium,English,0,Yes,50.176,Cash
52:32.3,2290,TCP  ,104.155.126.255,40,Android App,,Female,IT,Premium,English,0,Yes,35.19,Others
52:41.6,2915,TCP  ,104.160.11.187,553,Chrome,,Male,IT,Premium,English,0,Yes,15.69,Cash
49:55.1,3167,TCP  ,104.160.12.351,3278,IOS App,,Male,IT,Premium,English,0,Yes,1140.304,Cash
52:25.8,3243,UDP  ,104.160.28.48,328,Others,,Female,US,Premium,English,0,Yes,19.6125,Cash
52:34.5,1521,ICMP ,104.160.30.759,469,Others,,Male,US,Premium,English,0,Yes,1140.304,Cash
56:58.3,4505,TCP  ,104.160.5.253,166,Safari,,Female,CA,Premium,English,0,Yes,450.12,Debit Card
55:46.1,2308,ICMP ,104.160.9.77,462,Others,,Female,CA,Premium,English,0,Yes,945,Others
55:37.0,4033,TCP  ,104.160.9.77,2366,Others,,Female,CN,Premium,English,0,Yes,1140.304,Others
55:37.0,1687,TCP  ,104.160.9.80,3406,Others,,Female,US,Premium,English,0,Yes,225.06,Cash
58:43.1,2094,TCP  ,104.160.9.80,500,Others,,Male,AU,Premium,English,0,Yes,114.688,Others
59:38.7,4021,TCP  ,104.167.109.157,46,Mozilla Firefox,,Female,US,Premium,English,0,Yes,1425.38,Cash
59:36.9,2272,TCP  ,104.168.4.33,620,Android App,,Male,NO,Premium,English,0,Yes,1425.38,Cash
00:00.7,4372,TCP  ,104.168.5.39,1663,Android App,,Female,US,Premium,English,0,Yes,2700.765,Others
01:50.2,3178,TCP  ,104.168.5.50,264,Android App,,Female,IT,Premium,English,0,Yes,675.18,Debit Card
01:25.0,3655,TCP  ,104.179.148.46,3543,Mozilla Firefox,,Female,US,Premium,English,0,Yes,1425.38,Cash
02:23.9,4084,TCP  ,104.181.250.248,92,Mozilla Firefox,,Female,US,Premium,English,0,Yes,450.12,Cash
02:53.5,3543,TCP  ,104.185.207.89,92,Mozilla Firefox,,Male,US,Premium,English,0,Yes,10.605,Cash
02:16.9,4967,TCP  ,104.198.6.37,1518,IOS App,,Female,IT,Premium,English,0,Yes,56.924,Cash
05:56.5,3629,TCP  ,104.203.245.13,46,Safari,,Female,US,Premium,English,0,Yes,1080.306,Cash
06:02.6,3113,TCP  ,104.203.247.216,40,Safari,,Female,IN,Premium,English,0,Yes,50.176,Credit Card
02:54.2,3736,TCP  ,104.206.159.30,3545,Microsoft Edge,,Female,JP,Premium,English,0,Yes,162.64,Others
05:41.5,4627,TCP  ,104.207.198.231,277,IOS App,,Female,IT,Premium,English,0,Yes,91.485,Credit Card
04:21.0,3282,TCP  ,104.223.38.228,2363,Chrome,,Male,IT,Premium,English,0,Yes,16.422,Debit Card
08:32.2,2989,TCP  ,104.223.52.151,349,Android App,,Female,IT,Premium,English,0,Yes,56.8125,Cash
10:14.6,1757,TCP  ,104.227.20.110,40,Android App,,Female,US,Premium,English,0,Yes,1425.38,Cash
10:27.1,3647,TCP  ,104.227.62.194,441,Android App,,Male,IN,Premium,English,0,Yes,25.088,Cash
13:46.5,4629,TCP  ,104.238.221.40,46,IOS App,,Male,IT,Premium,English,0,Yes,1425.38,Others
12:17.6,4909,ICMP ,104.254.212.105,463,IOS App,,Male,SE,Premium,English,0,Yes,1425.38,Credit Card
16:30.1,2982,TCP  ,104.34.53.214,426,Chrome,,Female,MX,Premium,English,0,Yes,10.605,Others
12:53.3,2579,TCP  ,105.112.22.1057,8593,Mozilla Firefox,,Male,US,Premium,English,0,Yes,3.661,Credit Card
20:33.9,3386,HTTP  ,105.112.33.142,564,Android App,,Male,CA,Premium,English,0,Yes,15.69,Credit Card
15:38.0,3223,TCP  ,105.154.140.83,374,Mozilla Firefox,,Female,SE,Premium,French,0,Yes,19.6125,Cash
20:30.3,4994,TCP  ,105.155.106.208,40,Android App,,Female,CH,Premium,French,0,Yes,450.12,Credit Card
21:18.4,4528,TCP  ,105.156.18.260,46,Chrome,,Female,CA,Premium,French,0,Yes,28.462,Cash
21:47.7,2789,TCP  ,105.158.34.189,420,IOS App,,Female,US,Premium,French,0,Yes,1425.38,Others
22:24.1,3785,TCP  ,105.184.96.119,353,Others,,Male,CN,Premium,English,0,Yes,675.18,Cash
22:24.1,2545,TCP  ,105.190.179.56,4649,Others,,Female,CN,Premium,French,0,Yes,10.983,Debit Card
26:41.2,3233,TCP  ,105.71.130.1551,441,Others,,Male,CN,Premium,French,0,Yes,450.1275,Credit Card
26:41.2,4309,TCP  ,105.8.65.254,1564,Others,,Male,CH,Premium,English,0,Yes,31.815,Credit Card
24:41.6,2056,UDP  ,106.128.17.230,76,Mozilla Firefox,,Female,GB,Premium,Japanese,0,Yes,1140.304,Credit Card
28:08.9,2817,TCP  ,106.133.54.13,3423,Android App,,Male,US,Premium,Japanese,0,Yes,675.18,Credit Card
32:05.1,3317,TCP  ,106.209.230.193,1135,Safari,,Male,CA,Premium,English,0,Yes,10.983,Cash
29:34.6,3117,TCP  ,106.215.188.225,7999,Others,,Male,RU,Premium,English,0,Yes,1620.459,Cash
35:01.7,3467,TCP  ,106.221.147.64,46,Others,,Female,CA,Premium,English,0,Yes,450.12,Cash
36:37.4,3273,TCP  ,106.222.56.61,2648,Others,,Male,IT,Premium,English,0,Yes,130.112,Credit Card
33:49.9,3874,TCP  ,106.222.91.180,3305,Mozilla Firefox,,Female,IT,Premium,English,0,Yes,10.605,Credit Card
37:11.4,3569,TCP  ,106.39.189.133,120,Android App,,Male,PE,Premium,English,0,Yes,1140.304,Cash
38:10.2,4528,TCP  ,106.51.241.201,1481,Android App,,Male,SE,Premium,English,0,Yes,80.64,Cash
40:00.1,3629,TCP  ,106.68.84.62,40,Chrome,,Male,AU,Premium,English,0,Yes,675.18,Credit Card
40:44.0,1886,TCP  ,106.77.42.122,307,Safari,,Male,JP,Premium,English,0,Yes,3.661,Debit Card
41:41.1,2884,UDP  ,107.150.75.54,436,Others,,Female,IT,Premium,English,0,Yes,15.69,Debit Card
41:41.1,2869,ICMP ,107.150.76.210,464,Mozilla Firefox,,Male,JP,Premium,English,0,Yes,225.06,Cash
46:45.8,3979,TCP  ,107.150.84.179,106,Android App,,Female,IT,Premium,English,0,Yes,2280.646,Debit Card
46:58.5,2544,TCP  ,107.150.84.234,40,Mozilla Firefox,,Female,IT,Premium,English,0,Yes,162.64,Cash
47:48.1,3374,TCP  ,107.150.85.148,218,Mozilla Firefox,,Male,IT,Premium,German,0,Yes,28.462,Debit Card
48:33.8,4231,TCP  ,107.150.87.93,92,Mozilla Firefox,,Female,IT,Premium,English,0,Yes,21.21,Credit Card
48:44.0,1584,TCP  ,107.152.243.12,106,Chrome,,Female,JP,Premium,English,0,Yes,1620.459,Credit Card
51:18.5,3018,TCP  ,107.167.103.114,166,Safari,,Male,PL,Premium,English,0,Yes,1140.304,Cash
51:18.5,2245,TCP  ,107.167.103.156,240,SafFRi,,Male,FI,Premium,French,0,Yes,1620.459,Credit Card
49:31.6,3534,TCP  ,107.167.103.22,382,IOS App,,Female,IT,Premium,English,0,Yes,675.18,Credit Card
49:31.6,4672,TCP  ,107.167.103.236,437,Microsoft Edge,,Female,PE,Premium,English,0,Yes,28.462,Credit Card
54:56.9,2732,TCP  ,107.167.107.176,301,Android App,,Male,SE,Premium,English,0,Yes,1140.304,Credit Card
56:41.8,3506,TCP  ,107.167.108.41,262,IOS App,,Male,CH,Premium,English,0,Yes,8.211,Debit Card
00:30.3,3536,TCP  ,107.167.108.71,120,Microsoft Edge,,Female,CN,Premium,English,0,Yes,1140.304,Others
59:18.2,1863,TCP  ,107.167.109.100,329,Safari,,Male,JP,Premium,English,0,Yes,675.18,Others
59:14.3,4099,TCP  ,107.167.109.10,166,Safari,,Female,CN,Premium,English,0,Yes,225.06,Credit Card
01:04.3,2881,TCP  ,107.167.109.39,46,IOS App,,Male,CH,Premium,English,0,Yes,43.9875,Others
58:11.8,1755,ICMP ,107.167.109.51,465,Microsoft Edge,,Female,PR,Premium,English,0,Yes,10.605,Cash
01:15.2,4192,TCP  ,107.167.109.58,40,IOS App,,Female,CA,Premium,English,0,Yes,225.06,Credit Card
00:02.4,1604,TCP  ,107.167.112.200,493,Others,,Female,JP,Premium,English,0,Yes,15.69,Debit Card
59:28.0,4582,ICMP ,107.167.112.34,447,Mozilla Firefox,,Male,RU,Premium,Arabic,0,Yes,450.12,Credit Card
06:05.7,2232,TCP  ,107.167.116.34,441,Android App,,Female,CA,Premium,English,0,Yes,675.18,Credit Card
06:05.7,1880,TCP  ,107.167.116.91,1564,Chrome,,Female,CO,Premium,English,0,Yes,1140.304,Cash
05:07.3,4906,ICMP ,107.168.127.41,46,Others,,Female,IT,Premium,English,0,Yes,1140.304,Others
08:25.7,2229,TCP  ,107.169.128.74,40,Others,,Female,CA,Premium,English,0,Yes,450.12,Cash
08:27.7,4257,TCP  ,107.172.235.241,210,IOS App,,Female,IT,Premium,English,0,Yes,450.12,Credit Card
07:28.6,3662,TCP  ,107.172.65.200,483,Others,,Female,PL,Premium,English,0,Yes,130.112,Cash
11:48.1,4687,TCP  ,107.172.65.213,106,Mozilla Firefox,,Female,IT,Premium,English,0,Yes,19.6125,Credit Card
07:38.5,1575,TCP  ,107.172.67.188,6814,Mozilla Firefox,,Male,CA,Premium,English,0,Yes,3.661,Credit Card
13:23.2,3971,TCP  ,107.174.140.79,4626,Android App,,Female,US,Premium,English,0,Yes,450.12,Credit Card
11:42.9,2138,TCP  ,107.174.141.11,2419,Android App,,Female,IT,Premium,English,0,Yes,450.1275,Cash
14:26.3,3697,TCP  ,107.174.237.95,5875,Mozilla Firefox,,Female,IT,Premium,English,0,Yes,3780,Others
16:01.5,2853,TCP  ,107.175.152.199,40,Mozilla Firefox,,Male,JP,Premium,English,0,Yes,225.06,Credit Card
16:07.3,2485,TCP  ,107.175.159.1471,46,Mozilla Firefox,,Female,US,Premium,English,0,Yes,130.112,Cash
16:07.3,4245,TCP  ,107.175.235.167,40,Mozilla Firefox,,Female,US,Premium,English,0,Yes,21.21,Cash
